,D614G_IC50,Omicron_IC50,BA2_IC50,BA3_IC50,SARS_IC50,R346K_IC50,BA2_12_1_IC50,BA4_IC50,BA2_13_IC50,source_group,group
OC220302-SN0524,0.00054418,0.00240218,5e-04,0.000864,10,0.00170118,0.00119966,0.000509,0.000793083,BA.1,D2
OC220302-SN0526,2.45668,10,8.51431,10,10,8.371,10,8.18085,9.37993,BA.1,F1
OC220302-SN0527,1.45597,1.68523,1.73348,2.82144,0.49472,1.24435,1.55937,1.51651,1.54486,BA.1,F2
OC220302-SN0528,0.0610648,0.110424,0.058116,0.12914,10,0.114254,10,10,1.35728,BA.1,E2.1
OC220302-SN0529,9.93673,10,10,10,10,10,10,10,10,BA.1,F1
OC220302-SN0530,0.983315,3.62983,3.65961,4.51548,10,2.90063,4.82534,3.5123,3.51897,BA.1,F1
OC220302-SN0531,0.0156228,10,10,10,10,10,10,10,10,BA.1,E1
OC220302-SN0532,0.000899525,1.12714,1.16496,0.857753,10,1.574146,1.204837,10,1.099039,BA.1,B
OC220302-SN0533,6.2115,8.32483,8.23536,10,1.65922,9.47385,10,9.86709,9.30859,BA.1,F1
OC220302-SN0534,0.00795245,0.188027,0.00305542,0.01384364,10,0.17543,0.00665236,2.27102,0.0049754,BA.1,D1
OC220302-SN0535,0.00118334,0.0121989,0.001141373,0.0214555,10,0.01306429,0.0014,0.00180862,0.00143689,BA.1,D2
OC220302-SN0536,5.7117,0.675342,0.634798,0.581962,10,0.705094,0.910247,10,0.809397,BA.1,E2.2
OC220302-SN0537,0.024652,0.0360261,0.0163986,0.0159282,10,2.19735,0.20343,8.23907,0.0192273,BA.1,E2.1
OC220302-SN0538,0.00113433,0.00209302,0.00147215,0.001401596,10,10,0.00251098,0.00313919,0.00199425,BA.1,E1
OC220302-SN0539,0.277186,0.454633,0.465777,0.536692,10,0.43076,0.42048,0.589959,0.466465,BA.1,E2.2
OC220302-SN0540,0.305746,2.38235,4.82271,3.6563,0.645278,2.69882,3.54791,3.20208,3.7143,BA.1,F1
OC220302-SN0541,3.09122,3.95416,0.0467505,0.97141,10,3.549834,10,10,0.183298,BA.1,D1
OC220302-SN0542,0.059159,0.0597313,0.0359425,0.0327484,10,0.0861385,0.318593,10,0.0578873,BA.1,E2.2
OC220302-SN0543,3.39878,10,10,10,10,10,10,10,10,BA.1,F1
OC220302-SN0544,9.59493,4.25902,3.93215,5.82002,10,4.55315,7.076,2.88983,3.22152,BA.1,F1
OC220302-SN0545,10,10,10,10,10,10,10,10,10,BA.1,E2.2
OC220302-SN0546,0.564953,0.489658,0.442636,0.621867,10,0.579102,10,10,1.97832,BA.1,E2.2
OC220302-SN0547,1.52649,7.04381,6.56853,9.012,1.71664,7.05086,6.05458,7.13377,5.84376,BA.1,F1
OC220302-SN0548,0.600196,3.24414,3.63463,4.86524,0.669484,4.26754,10,5.22996,6.75244,BA.1,F1
OC220302-SN0549,10,10,10,10,0.5177,10,10,10,10,BA.1,F1
OC220302-SN0551,0.184559,0.398912,0.443882,0.3976022,10,0.40406,2.26696,6.8841,0.482269,BA.1,E2.1
OC220302-SN0553,10,10,10,10,10,10,10,10,10,BA.1,F1
OC220302-SN0554,0.00163209,0.00979466,0.000856901,0.0126721,10,0.00789454,0.00136894,0.0014614,0.00129142,BA.1,D2
OC220302-SN0556,0.00546194,0.000876225,0.000896232,0.000783989,10,0.000840164,0.00016781,0.160391,0.000958556,BA.1,B
OC220302-SN0557,0.432395,10,10,10,0.333309,10,10,10,10,BA.1,F1
OC220302-SN0558,0.00589585,10,0.367704,0.528178,10,10,10,10,0.38556,BA.1,D1
OC220302-SN0560,0.0312886,0.542455,0.741089,0.673451,10,0.714422,10,10,0.683675,BA.1,E2.1
OC220302-SN0561,1.54941,1.4274,1.2394,1.03182,10,1.32683,1.770776,3.08481,1.264659,BA.1,E2.1
OC220302-SN0564,0.00972824,0.00343854,0.00176337,0.00200198,10,0.00338105,0.00207144,0.247887,0.00270497,BA.1,B
OC220302-SN0565,10,10,10,10,0.312242,10,10,10,10,BA.1,F1
OC220302-SN0566,0.00889093,2.46006,0.332376,0.409513,10,2.119811,0.367537,10,0.327595,BA.1,D1
OC220302-SN0567,0.870771,5.42293,5.43374,5.16604,0.341046,4.45815,3.32601,5.04994,3.44169,BA.1,F1
OC220302-SN0568,3.65041,7.72736,5.56167,3.83182,10,5.43011,4.03896,7.64429,4.12518,BA.1,F1
OC220302-SN0569,1.20938,3.07623,4.75286,3.53969,0.764809,4.68845,3.43463,3.979,5.48726,BA.1,F1
OC220302-SN0570,0.010125,0.0206799,0.01785,0.02826928,10,0.0253568,0.0165244,0.0141872,0.0187585,BA.1,E2.1
OC220302-SN0571,5.29203,10,5.27065,5.02291,1.34472,6.51111,5.94625,6.84685,5.57146,BA.1,F1
OC220302-SN0572,0.353436,1.06727,1.42437,1.307686,10,1.44541,0.806808,0.552801,0.697903,BA.1,E2.1
OC220302-SN0573,6.28007,10,10,10,10,10,10,10,10,BA.1,F1
OC220302-SN0574,0.0534663,0.0728821,0.11423,0.11367,10,0.354026,0.593304,0.218459,0.204063,BA.1,E2.1
OC220302-SN0576,3.30081,1.91726,2.9316,3.9154,10,1.8435,4.10117,2.75574,5.22409,BA.1,F1
OC220302-SN0577,10,10,10,10,10,10,10,10,10,BA.1,E2.2
OC220302-SN0579,0.181928,0.0353981,0.0254214,0.031054686,10,0.02986764,0.03180781,0.0254395,0.02954544,BA.1,D2
OC220302-SN0580,10,1.51743,2.70113,2.6734,0.662525,2.61177,2.83879,3.09632,2.76572,BA.1,F1
OC220302-SN0583,2.77496,4.84131,5.07506,4.86524,10,5.76861,6.27566,5.11292,4.6809,BA.1,F1
OC220302-SN0584,0.267683,0.482903,0.3098,0.29487,10,0.447665,0.654957,10,0.671751,BA.1,E2.2
OC220302-SN0585,0.000248109,0.000647152,0.000487,0.000376926,10,5e-04,0.00487823,0.000312,0.0003332,BA.1,D2
OC220302-SN0587,0.0133778,0.0289085,0.032485,0.02639909,10,0.024684,0.0234089,10,0.02930198,BA.1,E2.1
OC220302-SN0588,10,10,10,10,0.56612,10,10,10,10,BA.1,F1
OC220302-SN0589,0.0365321,0.000558951,0.000489571,0.000771932,10,0.00101493,0.000819,10,0.0011974,BA.1,B
OC220302-SN0590,2.31422,10,10,10,10,10,10,10,10,BA.1,F1
OC220302-SN0591,10,10,10,10,10,10,10,10,10,BA.1,F1
OC220302-SN0592,0.0751336,0.107167,0.091663,0.107388,10,0.0821482,0.5548,10,0.272134,BA.1,E2.2
OC220302-SN0593,0.00233403,0.000304275,0.000729715,0.000807868,10,5e-04,0.000637563,1.51651,0.00040129,BA.1,B
OC220302-SN0594,4.32773,10,10,10,10,10,10,10,10,BA.1,F1
OC220302-SN0595,0.000641245,0.0011898,0.000387134,0.000407758,10,0.0011163,0.000566583,0.00056385,0.000556988,BA.1,D2
OC220302-SN0596,0.205073,0.279497,0.225903,0.2647768,10,0.242746,10,10,1.93027,BA.1,E2.1
OC220302-SN0597,0.0675227,0.07823,0.0800123,0.0832868,10,0.08899,0.114976,0.122496,0.0865968,BA.1,E2.2
OC220302-SN0598,0.874352,2.20487,1.975315,1.3367,7.19652,1.77438,0.926496,1.517826,1.32093,BA.1,F1
OC220302-SN0599,10,10,10,10,0.487148,10,10,10,10,BA.1,F1
OC220302-SN0600,7.87353,10,10,10,4.2063,10,10,10,10,BA.1,F1
OC220302-SN0601,10,10,10,10,2.28504,10,10,10,10,BA.1,F1
OC220302-SN0602,10,5.41836,NA,4.25012,10,3.84397,3.81962,4.41022,3.97045,BA.1,F1
OC220302-SN0604,10,10,10,10,0.513495,10,10,10,10,BA.1,F1
OC220302-SN0605,0.202306,0.021435,0.00228961,0.00340569,10,0.0215255,1.026498,10,0.00482996,BA.1,D1
OC220302-SN0606,0.00456601,0.00154467,0.000965,0.00126,10,0.001884763,0.0001604,0.529667,0.00076809,BA.1,B
OC220302-SN0607,10,10,10,10,0.181472,10,10,10,10,BA.1,F1
OC220302-SN0608,0.0368291,0.115074,0.117825,0.1297544,10,0.1309144,0.230964,10,0.125597,BA.1,D1
OC220302-SN0609,1.20484,3.78894,2.91879,2.02642,0.464281,2.88107,3.14781,3.24868,3.57502,BA.1,F1
OC220302-SN0610,0.0362752,0.0391346,0.0329414,0.0492,10,0.0411894,2.10699,10,0.0665748,BA.1,E2.2
OC220302-SN0612,4.07699,3.78738,3.905752,5.776465,10,3.12623,2.701104,2.96306,3.837331,BA.1,E2.2
OC220302-SN0614,10,10,10,10,10,10,10,10,10,BA.1,F1
OC220302-SN0615,0.0101891,0.0429608,0.112159,0.0480856,10,0.72532,0.101524,0.0843911,0.084133,BA.1,E1
OC220302-SN0616,0.121649,0.0863718,0.06895,0.0725939,10,0.0728565,3.70842,10,0.0549013,BA.1,C
OC220302-SN0618,0.0320262,0.0555806,0.0433754,0.0749373,10,0.0411868,0.193715,10,0.128148,BA.1,E2.2
OC220302-SN0619,0.00493961,0.000584244,0.00111292,0.000824466,10,0.000558016,0.00151918,0.017544,0.00101357,BA.1,A
OC220302-SN0620,3.31261,10,10,10,3.4149,10,10,10,10,BA.1,F1
OC220302-SN0621,0.0239961,0.00579354,0.00437144,0.0030141,10,0.00413873,0.00385506,0.251491,0.00369545,BA.1,A
OC220302-SN0622,1.99336,1.10536,1.14994,0.948327,1.21807,1.07202,1.202468,1.14688,1.119679,BA.1,E2.2
OC220302-SN0623,1.2755,0.442971,0.36176,0.338742,10,0.84005,0.559641,0.543794,0.669504,BA.1,E2.1
OC220302-SN0624,0.0419558,0.0261775,0.0187337,0.0295368,10,0.0339741,0.252854,5.46658,0.0284325,BA.1,E2.2
OC220302-SN0625,0.233908,0.0281216,0.0234343,0.0407002,10,0.0238366,0.472446,2.21899,0.0501924,BA.1,E2.2
OC220302-SN0626,2.03553,8.41423,8.123,9.39186,10,8.79899,10,10,7.61002,BA.1,E2.1
OC220302-SN0627,3.83217,4.80682,6.80382,5.37807,3.55116,4.61738,4.51986,6.95391,6.46547,BA.1,F1
OC220302-SN0628,3.10828,3.31585,3.551,4.22386,10,3.294067,4.00506,5.34511,3.44151,BA.1,E3
OC220302-SN0632,0.500025,0.994524,0.840936,0.716606,10,0.937936,0.355185,0.356955,0.354349,BA.1,E2.1
OC220302-SN0633,0.373996,0.132451,0.130425,0.464902,10,0.125541,1.30403,10,0.355548,BA.1,E2.2
OC220302-SN0634,0.0201808,0.0156158,0.00820726,0.011084,10,0.0228018,0.0117587,10,0.00904573,BA.1,C
OC220302-SN0637,10,8.90484,10,10,10,8.48297,6.10284,8.50819,9.77925,BA.1,F1
OC220302-SN0638,3.74125,2.33252,2.784513,2.06718,10,2.429984,2.5015,2.21146,2.45623,BA.1,E2.1
OC220302-SN0639,10,10,10,10,0.105887,10,10,10,10,BA.1,F1
OC220302-SN0640,1.42703,1.31492,1.266977,1.21482,1.79888,1.266855,2.52945,3.94953,2.85041,BA.1,E2.2
OC220302-SN0642,3.47186,2.75678,1.985692,2.38706,10,2.30342,2.49678,2.33761,2.33029,BA.1,E2.2
OC220302-SN0643,3.9753,10,8.0792,10,10,9.01213,10,10,10,BA.1,F1
OC220302-SN0644,10,3.90995,3.46279,4.54504,10,5.582337,10,10,9.56872,BA.1,E2.2
OC220302-SN0646,0.00656032,0.301279,0.229382,0.228154,10,0.384576,0.234941,0.211814,0.251835,BA.1,E1
OC220302-SN0647,0.811821,0.521443,0.71205,1.17389,10,0.655581,10,3.06074,0.911165,BA.1,E2.1
OC220302-SN0648,1.71873,5.42043,4.78829,8.01936,10,4.445061,7.46164,5.58622,4.87338,BA.1,F1
OC220302-SN0649,0.205105,0.469924,0.338951,0.240925,10,0.384683,0.7554244,7.98785,5.96888,BA.1,E2.1
OC220302-SN0652,10,10,10,10,0.525731,10,10,10,10,BA.1,F1
OC220302-SN0653,10,10,10,10,10,10,10,10,10,BA.1,E2.2
OC220302-SN0656,10,10,10,10,1.28042,10,10,10,10,BA.1,E2.2
OC220302-SN0657,0.00243826,0.00128898,0.00076451,0.00153132,10,0.00085,0.001696302,4.53955,0.00111981,BA.1,B
OC220302-SN0658,10,0.714822,0.708693,0.821714,10,0.6988906,0.72928,0.600818,0.773186,BA.1,E2.2
OC220302-SN0660,0.368525,0.000406762,0.000994,0.000619,10,5e-04,0.000685415,0.000921508,0.000905,BA.1,D2
OC220302-SN0663,10,10,10,10,10,10,10,10,10,BA.1,E2.2
OC220302-SN0664,10,10,10,10,10,10,10,10,10,BA.1,E2.2
OC220302-SN0665,10,8.01262,6.53487,5.18794,5.65136,6.56468,4.85704,6.99422,5.41851,BA.1,E2.2
OC220302-SN0666,8.4155,4.634506,7.56202,5.980468,10,5.711844,3.88632,4.30199,4.40833,BA.1,E2.2
OC220302-SN0668,3.32779,10,10,10,10,10,10,10,10,BA.1,F1
OC220302-SN0669,2.73898,2.296535,2.505086,2.55696,10,2.463052,10,10,2.49246,BA.1,E2.2
OC220302-SN0670,10,10,10,10,0.872154,10,10,10,10,BA.1,E2.2
OC220302-SN0671,0.00937969,0.00654036,0.004123,0.0103306,10,0.00703102,0.073246,0.0502993,0.0399545,BA.1,D1
OC220302-SN0674,3.03954,1.01815,1.54824,2.13915,3.96459,1.115412,1.89771,1.636,1.3276,BA.1,E2.2
OC220302-SN0676,10,10,10,10,10,10,10,10,10,BA.1,E3
OC220302-SN0677,10,3.95318,6.56934,4.14846,3.41148,4.414885,5.73302,4.71614,4.60797,BA.1,E2.2
OC220302-SN0678,0.484634,3.34614,2.788922,2.61774,10,2.276926,2.21804,2.310688,2.22756,BA.1,E2.2
OC220302-SN0679,2.68746,2.50451,6.16668,2.46056,10,2.192012,4.77699,3.00302,3.86942,BA.1,E2.2
OC220302-SN0681,10,0.650013,0.73877,0.720521,0.856936,0.724176,0.869659,0.510763,0.71991,BA.1,E2.2
OC220302-SN0682,0.129481,0.132961,0.140537,0.1013784,10,0.105945,0.0977122,0.0930468,0.109831,BA.1,E2.1
OC220302-SN0683,10,10,10,10,10,10,10,10,10,BA.1,E2.2
OC220302-SN0684,5.68461,2.41489,5.35986,3.15222,10,4.243983,5.12182,4.99986,5.77258,BA.1,E2.2
OC220302-SN0685,3.33652,3.39972,2.62077,3.79615,10,3.38906,3.67247,3.94893,3.42821,BA.1,E2.2
OC220302-SN0686,10,10,10,10,10,10,10,10,10,BA.1,E3
OC220302-SN0687,10,10,10,10,10,10,10,10,10,BA.1,E3
OC220302-SN0688,10,10,10,10,10,10,10,10,10,BA.1,E3
OC220302-SN0690,10,10,10,10,0.236588,10,10,10,10,BA.1,E3
OC220302-SN0691,10,10,10,10,0.130751,10,10,10,10,BA.1,E2.2
OC220302-SN0692,3.76265,2.03415,2.121127,3.3123,10,2.0827688,2.55958,2.81162,2.21033,BA.1,E2.2
OC220302-SN0693,10,10,10,10,10,10,10,10,10,BA.1,E2.2
OC220302-SN0694,10,1.76976,1.65983,1.417596,10,1.63395,1.81101,1.6732,1.49463,BA.1,E2.2
OC220302-SN0695,2.15031,6.469775,7.46749,7.05505,0.939608,7.07259,10,10,10,BA.1,E2.2
OC220302-SN0697,10,10,10,10,10,10,10,10,10,BA.1,E3
OC220302-SN0698,10,1.86203,2.31032,2.85954,10,2.256847,3.39712,3.44612,3.1749,BA.1,E2.2
OC220302-SN0700,2.10357,0.967962,2.07858,1.96505,1.01029,1.0746216,2.413,2.26062,2.65966,BA.1,E2.2
OC220302-SN0701,5.36772,5.21616,6.912,5.91909,10,5.47845,7.43238,5.6682,5.81897,BA.1,E3
OC220302-SN0702,1.426173,1.52551,2.28742,2.6233,0.914515,2.162162,2.475391,2.4295,3.30092,BA.1,E3
OC220302-SN0703,10,3.66284,3.49141,2.91106,5.95534,3.612851,3.15337,3.54559,3.33912,BA.1,E2.2
OC220302-SN0705,10,2.64948,5.36555,3.10285,10,3.259043,7.712,3.45492,3.82635,BA.1,E3
OC220302-SN0708,4.41854,3.36208,5.57301,7.14068,6.57474,5.14795,5.30674,5.77187,6.04352,BA.1,E2.2
OC220302-SN0709,10,3.97259,3.81832,3.2507,10,4.238245,5.46011,4.84992,4.42421,BA.1,E2.2
OC220302-SN0711,10,10,10,10,10,10,10,10,10,BA.1,E3
OC220302-SN0712,10,4.33451,7.95016,6.67486,10,5.131592,5.7483,5.73429,7.23007,BA.1,E2.2
OC220302-SN0714,10,10,10,10,10,10,10,10,10,BA.1,E2.2
OC220302-SN0715,10,10,10,10,10,10,10,10,10,BA.1,E3
OC220302-SN0716,2.48406,2.23736,2.62581,2.72651,10,3.286218,3.90584,3.26601,3.90895,BA.1,E2.2
OC220302-SN0717,10,10,10,10,10,10,10,10,10,BA.1,E3
OC220302-SN0718,10,3.2598,3.48546,3.75036,3.05042,3.251758,4.766912,3.95193,5.7648,BA.1,E2.2
OC220302-SN0719,0.00433716,0.00438232,0.0080464,0.0062751,10,0.0083361,0.00585695,0.00711098,0.0100319,BA.1,E1
OC220302-SN0722,2.30133,1.82523,1.51615,3.01918,10,1.631642,2.471788,2.00638,2.29739,BA.1,E2.2
OC220302-SN0723,1.05676,4.73984,6.42444,6.98623,10,5.307575,6.0171907,5.10066,5.87496,BA.1,E2.2
OC220302-SN0724,4.46281,3.66486,4.1657,3.71755,10,3.13028,5.95984,3.24509,3.27933,BA.1,E3
OC220302-SN0727,10,4.39917,5.98721,5.15891,10,5.404861,10,10,10,BA.1,E2.2
OC220302-SN0728,10,10,10,10,10,10,10,10,10,BA.1,E3
OC220302-SN0732,10,4.28408,6.08068,6.49819,10,4.142955,5.09568,6.69479,6.81274,BA.1,E2.2
OC220302-SN0739,10,10,10,10,10,10,10,10,10,BA.1,D2
S2D106_Bloom,NA,NA,NA,NA,NA,NA,NA,NA,NA,WT,C
S2H58_Bloom,NA,NA,NA,NA,NA,NA,NA,NA,NA,WT,B
S2X16_Bloom,NA,NA,NA,NA,NA,NA,NA,NA,NA,WT,A
S2X58_Bloom,NA,NA,NA,NA,NA,NA,NA,NA,NA,WT,D1
S2X227_Bloom,NA,NA,NA,NA,NA,NA,NA,NA,NA,WT,D2
WIBP-2B11,0.005,10,10,10,10,10,10,10,10,WT,A
XG-017,NA,NA,NA,NA,NA,NA,NA,NA,NA,WT,A
XG2v-004,10,10,10,10,10,10,10,10,10,WT,E3
XG2v-006,0.84255,0.656916,0.77749,0.76582,10,0.740322,4.1502,10,3.778033,WT,E2.2
XG2v-032,NA,NA,NA,NA,NA,NA,NA,NA,NA,WT,F2
XG2v-033,NA,NA,NA,NA,NA,NA,NA,NA,NA,WT,F2
XG2v-039,2.48506,3.29667,3.9981,5.26762,10,4.40524,4.41996,10,5.23195,WT,A
XG2v-045,0.00266,10,10,10,10,10,10,10,10,WT,C
XG2v-052,0.03628,1.008107767,0.0097823,0.0404355,10,1.10298,0.0115438,0.290371,0.0137404,WT,D1
XG2v-070,7.09761,10,10,10,10,10,10,10,10,WT,E2.1
XG2v-083,1.79613,10,7.2982,10,10,10,10,10,10,WT,D1
XG2v-095,0.550375314,0.604337463,0.319124501,0.434574,10,0.444624389,0.494308,10,0.4407465,WT,B
XG2v-098,0.0935,10,10,10,10,10,10,10,10,WT,A
XG2v-126,0.00350093,0.649332,0.56923,0.475191,10,0.615456,0.84624,4.534015,0.722819,WT,B
XGv-001,6.239,10,10,10,10,10,10,10,10,WT,F1
XGv-003,0.000820499,10,10,10,10,10,10,10,10,WT,C
XGv-008,NA,NA,NA,NA,NA,NA,NA,NA,NA,WT,E2.2
XGv-010,0.00623,10,2.129,10,10,10,10,10,10,WT,D1
XGv-011,0.02542,0.59329,0.6253,0.644059,10,0.98283,1.308929,3.512694,0.728,WT,E2.1
XGv-013,0.00988,NA,NA,NA,NA,NA,0.01312046,NA,NA,WT,A
XGv-014,9.53039,10,8.912,10,8.28572,9.24621,10,10,7.54029,WT,E3
XGv-016,0.0026244,0.0511253,0.0512428,0.0871003,10,0.0275946,0.045888,0.0333727,0.0411582,WT,D2
XGv-017,0.01644,10,NA,NA,NA,NA,10,NA,NA,WT,A
XGv-018,1.3721,6.50391,5.3002,6.842,0.771746,5.64876,6.80433,4.1209,5.27562,WT,F1
XGv-19,6.22639,10,10,10,0.302671,10,10,10,10,WT,F1
XGv-20,2.7643,2.74168,1.9293,3.21088,10,2.15807,3.41287,1.9293,2.80514,WT,E2.2
XGv-023,10,10,10,10,0.550711,10,10,10,10,WT,F1
XGv-024,10,10,10,10,0.286799,10,10,10,10,WT,F1
XGv-030,NA,NA,NA,NA,NA,NA,5.08648,NA,NA,WT,E2.2
XGv-032,10,10,10,10,1.54261,10,10,10,10,WT,F2
XGv-038,2.52006,1.63702,1.482,1.43881,10,2.01472,2.03027,2.52006,1.49891,WT,E2.2
XGv-039,10,10,10,10,10,10,10,10,10,WT,F1
XGv-040,0.222535,10,10,10,10,10,10,10,10,WT,A
XGv-047,0.168345,0.334792,0.022442,0.0333098,10,0.324181,0.0505114,0.311508,0.0244686,WT,D1
XGv-049,7.34366,10,10,10,2.32968,10,10,10,10,WT,F1
XGv-050,0.001834,0.50832,0.4923,0.31078,10,0.56369,0.566456,10,0.572916,WT,B
XGv-051,0.00175212,0.001377806,0.00182,0.00114382,10,0.001775708,0.001529562,10,0.0014538,WT,C
XGv-052,0.02031,0.028351931,NA,NA,NA,NA,0.001327836,NA,NA,WT,C
XGv-053,NA,NA,NA,NA,NA,NA,NA,NA,NA,WT,F2
XGv-055,0.02869,0.065924246,NA,NA,NA,NA,0.0034561,NA,NA,WT,C
XGv-056,NA,NA,NA,NA,NA,NA,NA,NA,NA,WT,F2
XGv-057,NA,NA,NA,NA,NA,NA,NA,NA,NA,WT,F2
XGv-072,2.1507,2.04671,2.0821,1.99694,10,2.77027,1.93126,2.1507,1.77705,WT,E2.2
XGv-073,0.489991,10,10,10,2.9123,10,10,10,10,WT,F1
XGv-074,0.09313,0.096721099,NA,NA,NA,NA,0.01224422,NA,NA,WT,D2
XGv-080,NA,NA,NA,NA,NA,NA,10,NA,NA,WT,E2.2
XGv-094,0.0766631,10,10,10,10,10,10,10,10,WT,E2.1
XGv-097,0.05509,1.270573908,1.685876932,1.471577,10,1.145803828,1.466454314,1.188585,1.492149306,WT,C
XGv-101,NA,NA,NA,NA,NA,NA,10,NA,NA,WT,E2.2
XGv-105,NA,NA,NA,NA,NA,NA,10,NA,NA,WT,F2
XGv-107,0.02913,0.7812,0.00956253,0.366624,10,0.6712,0.01214984,0.00990373,0.01190373,WT,D2
XGv-116,0.063,1.012,10,10,10,1.9283,10,10,10,WT,F3
XGv-124,NA,NA,NA,NA,NA,NA,10,NA,NA,WT,F1
XGv-152,0.03576,1.021910595,1.305352377,1.423407704,10,1.276347909,1.282827843,10,1.221092014,WT,C
XGv-155,0.02551,1.426168665,1.203409821,0.982638,10,1.314628545,1.175334,10,1.276111,WT,C
XGv-157,0.715456,10,10,10,0.154231,10,10,10,10,WT,F2
XGv-158,0.353633,10,10,10,0.0198646,10,10,10,10,WT,F2
XGv-159,0.640415,10,10,10,0.0777129,10,10,10,10,WT,F2
XGv-172,0.00943991,10,10,10,10,10,10,10,10,WT,C
XGv-174,0.0170099,2.20618,1.736,3.837,10,10,1.83559,10,1.9185,WT,E2.1
XGv-175,0.0251095,0.0922589,0.084899,0.177536,10,4.07725,0.1215413,5.83,0.0919501,WT,E2.1
XGv-177,0.07728,1.862707893,NA,NA,NA,NA,0.405594,NA,NA,WT,A
XGv-179,1.12,2.01,1.81923,0.904612,10,0.8823,1.91592,0.991273,1.8283,WT,E3
XGv-191,0.01697,9.1283,7.293,10,10,9.3654,7.56386,10,8.329,WT,D1
XGv-198,0.0937697,0.699882,0.565046,0.25235,10,0.898278,10,10,0.821,WT,E2.2
XGv-199,0.1823,0.228812,0.4492,0.397796,10,10,10,0.531698,0.448748,WT,E2.1
XGv-208,0.00373039,10,10,10,10,10,10,10,10,WT,A
XGv-212,0.162324,0.189166,0.228734,0.1153588,10,0.161609,0.917014,0.162324,0.1663391,WT,E2.2
XGv-214,0.134145,2.69398,2.87576,2.43788,10,10,10,10,10,WT,E2.1
XGv-225,0.0726,0.56237,0.5724,0.460949,10,0.34357,0.7811,0.468448,0.652387,WT,A
XGv-227,0.291,0.49239,0.583,0.434055,10,5.12398,10,5.482179,0.715576,WT,E2.1
XGv-232,0.00107253,10,10,10,10,10,10,10,10,WT,C
XGv-233,0.259805,1.1872,2.11727,1.27441,10,1.662801,10,10,1.31054,WT,E2.1
XGv-235,NA,NA,NA,NA,NA,NA,0.876446,NA,NA,WT,E3
XGv-236,0.253156,10,10,10,4.60187,10,10,10,10,WT,F2
XGv-250,0.333094,10,0.915578,4.30514,10,7.43747,10,10,1.1928,WT,D1
XGv-251,0.302343,0.407169,0.350205,0.364073,10,0.504322,10,10,0.3959383,WT,E2.2
XGv-252,2.86128,6.55333,4.8182,7.92,4.490115,5.28062,5.53255,5.19283,6.39961,WT,F1
XGv-253,0.00221985,2.08706,2.528,2.67238,10,2.75118,1.565301,10,2.663243,WT,B
XGv-261,0.00345494,0.00241738,0.003543,0.00629858,10,0.00273409,0.00495081,0.0521,0.00399309,WT,A
XGv-263,0.00241556,10,0.0124,1.949316,10,10,0.01007,2.3287,0.0100313,WT,D1
XGv-264,0.00167151,0.0016406,0.00389546,0.00235486,10,0.00181589,0.00239608,0.00289128,0.00269591,WT,D2
XGv-265,0.00206591,10,0.009623365,10,10,10,0.01159058,0.0102378,0.00805123,WT,D2
XGv-266,0.00319399,10,0.142737,10,10,10,0.150988,0.1763256,0.167414,WT,D2
XGv-271,10,10,10,10,10,10,10,10,10,WT,E2.2
XGv-279,0.00548152,6.75671,4.992,5.22398,10,5.212,4.13578,10,5.32366,WT,B
XGv-282,0.000455703,0.665037,0.00563207,0.00397409,10,0.351319,0.00621103,0.00391122,0.00784151,WT,D2
XGv-284,0.021487,0.0194857,0.153663,0.0369959,10,1.1466,1.0856601,10,0.0229419,WT,E2.1
XGv-285,0.00460983,10,1.3823,10,10,10,1.52007,1.628,1.76705,WT,D2
XGv-286,0.00131424,0.00233875,0.00284854,0.0037352,10,0.0013366,0.00418702,0.00268357,0.004712,WT,D2
XGv-287,0.0204185,1.47049,2.088,1.35922,10,1.679253,1.526564,1.89868,1.43527,WT,D2
XGv-288,0.00184592,0.0976755,0.019952,0.0250141,10,0.1000824,0.0191987,0.01510091,0.022344,WT,D2
XGv-289,0.00115153,0.01624891,0.014540683,0.019656386,10,0.014936612,0.018651537,0.017652,0.007647841,WT,D2
XGv-290,0.00474977,0.676143,0.0286525,0.0697711,10,0.553011,0.031579,0.02918049,0.0207008,WT,D2
XGv-291,0.00243254,0.0518869,0.0117722,0.0161178,10,0.0859832,0.0107995,0.00859257,0.0209535,WT,D2
XGv-292,0.00473046,0.23483,0.173393,0.232161,10,0.2532,0.161972,0.101104,0.13787,WT,D2
XGv-293,0.00112409,0.00366159,0.00201183,0.00188853,10,0.00193179,0.00241739,0.00193077,0.00247389,WT,D2
XGv-294,0.00369649,1.11899,2.058765237,1.882170659,10,0.823435323,1.681405406,1.99445698,1.321717494,WT,D2
XGv-295,0.0018957,0.160153,0.00830671,0.1009224,10,0.1473,0.00748753,0.00838526,0.0110297,WT,D2
XGv-296,0.00311077,0.132318,0.0675,0.295927,10,0.1465637,0.0660378,0.0777213,0.0789205,WT,D2
XGv-297,0.000632108,0.0200797,0.01782,0.0210919,10,0.01413302,0.01168488,0.0162,0.0115803,WT,D2
XGv-298,0.07287,NA,NA,NA,10,NA,NA,NA,NA,WT,A
XGv-300,0.07323,0.080631548,0.144319372,0.118966,10,0.117719919,0.116413,0.708794,0.106407,WT,A
XGv-301,0.07569,NA,NA,NA,NA,NA,0.354528,NA,NA,WT,A
XGv-303,NA,NA,NA,NA,NA,NA,NA,NA,NA,WT,F2
